"","plot","type","sp","cc.total","cc.planted","cc.weed","block","phyD","trtD","PD_as_designed","PD_planted","PD_SES_planted","MNTD_planted","MNTD_SES_planted","MPD_planted","MPD_SES_planted","PD_observed","PD_SES_observed","MNTD_abundance.weighted_observed","MNTD_SES_abundance.weighted_observed","MNTD_observed","MNTD_SES_observed","MPD_abundance.weighted_observed","MPD_SES_abundance.weighted_observed","MPD_observed","MPD_SES_observed","Change_in_MNTD","Change_in_MNTD_SES","Change_in_MNTD_abundance.weighted","Change_in_MNTD_SES_abundance.weighted","Change_in_MPD","Change_in_MPD_SES","Change_in_MPD_abundance.weighted","Change_in_MPD_SES_abundance.weighted","Change_in_PD","Change_in_PD_SES","SR_planted","SR_observed","Change_in_SR","MNTD_ratio","Abundance_weighted_MNTD_ratio","MPD_ratio","Abundance_weighted_MPD_ratio","PD_ratio","SR_ratio","MNTD_SES_ratio","Abundance_weighted_MNTD_SES_ratio","MPD_SES_ratio","Abundance_weighted_MPD_SES_ratio","PD_SES_ratio","CE","SE","NE"
"142",102,"Seed","HL.1403369.rep1","75","45","35","B","H","L",1515.49610344,1309.41244819,1.57230075700134,156.352984873846,1.94822648272697,245.261330695897,-0.408602884253913,897.84492957,0.254764457543907,73.3244662212,-1.2863327213201,141.539611503333,0.485255005980686,151.036758878976,-1.82128383994531,224.683635237778,-0.903136120298552,-14.8133733705128,-1.46297147674629,-83.0285186526462,-3.23455920404708,-20.5776954581196,-0.494533236044639,-94.2245718169214,-1.4126809556914,-411.56751862,-1.31753629945743,13,9,-4,0.905256855937448,0.468967485848524,0.916098899896967,0.615819699136544,0.685685347509175,0.692307692307692,0.249075253972251,-0.66025830812011,2.21030285174719,4.45734455171768,0.162032903952669,NA,NA,NA
"145",104,"Seed","ML.975885.rep1","75","25","65","B","M","L",1234.40450973,1012.645094,-0.20984915343567,114.312298916667,0.189103729252328,241.692444075758,-0.593194263590994,547.538852,-2.05625848850771,41.4746983939394,-2.01461913879602,71.58345075,-1.67443408120736,110.537503059688,-2.79939074542029,165.645001857143,-2.50487864615433,-42.7288481666667,-1.86353781045969,-72.8376005227273,-2.20372286804835,-76.0474422186147,-1.91168438256334,-131.15494101607,-2.20619648182929,-465.106242,-1.84640933507204,12,8,-4,0.626209528006992,0.362819213566638,0.685354490458221,0.457347781319304,0.540701629074401,0.666666666666667,-8.85457990610596,-10.6535135333468,4.22269532916697,4.71918040554495,9.79874569347771,NA,NA,NA
"147",105,"Plug","ML.1623993.rep1","75",NA,NA,"A","M","L",1243.185589451,1033.473737201,-0.00935944906163017,114.248890861833,0.246696136815963,232.276121397136,-0.781499951246797,1033.473737201,-0.112008765007993,82.6328170779651,-0.692502776615244,114.248890861833,0.182755673671129,187.217370267558,-0.98601091206141,232.276121397136,-0.843843952236943,0,-0.0639404631448335,-31.6160737838682,-0.939198913431207,0,-0.0623440009901457,-45.0587511295779,-0.204510960814613,0,-0.102649315946363,12,12,0,1,0.723270190674297,1,0.806012125316411,1,1,0.740812872183185,-2.80710831370601,1.0797747983102,1.26169030527556,11.9674528137754,1.07697965675756,0.120204010809933,1.19718366756749
"153",110,"Seed","HH.1018148.rep1","65","45","45","B","H","H",1541.46107343,1357.64979759,2.38007500146405,172.340913598333,2.43065327450077,301.327247810455,1.62512409363962,887.69388459,1.29988269435877,183.782815528766,0.808012740508358,186.551486824286,1.12421664061501,189.582339953864,0.34700293190516,300.595320644762,1.09302387160426,14.2105732259524,-1.30643663388576,11.4419019304329,-1.62264053399242,-0.731927165692639,-0.53210022203536,-111.744907856591,-1.27812116173446,-469.955913,-1.08019230710527,12,7,-5,1.08245617903055,1.06639109478728,0.997570989112299,0.629157639514625,0.653845996342922,0.583333333333333,0.462516251251801,0.332426162540321,0.672578713146962,0.213523959962968,0.546151988302545,NA,NA,NA
"156",112,"Seed","HL.1338677.rep1","65","45","45","B","H","L",1517.40318925,1160.16431402,1.32444591556053,163.914748747273,1.73048393328859,245.460459349091,-0.351964208229756,770.68266652,-0.219700090627167,101.031167888191,-0.676579290923611,128.01236720375,-0.101204259173541,163.531764309418,-1.21116226924941,212.410668344286,-1.18476742814564,-35.9023815435228,-1.83168819246213,-62.8835808590812,-2.4070632242122,-33.0497910048052,-0.832803219915879,-81.9286950396726,-0.859198061019654,-389.4816475,-1.5441460061877,11,8,-3,0.780969181736795,0.616364107930053,0.865355947379687,0.666224469485105,0.664287512731334,0.727272727272727,-0.0584832122545129,-0.390976927267882,3.36615883218512,3.44115180160246,-0.165880756659048,NA,NA,NA
"161",116,"Seed","ML.7316.rep1","85","75","15","B","M","L",1310.38589918,1123.75784718,0.214856710286582,118.425711796923,0.534754277048623,231.869121540513,-0.862486902438688,922.55943868,-0.426850240361918,97.7852490442478,-0.341345401397914,103.672633334545,-0.349723839348068,151.563889906884,-1.61247276887617,230.28725496,-0.918351352938613,-14.7530784623776,-0.884478116396691,-20.6404627526753,-0.876099678446537,-1.58186658051281,-0.0558644504999246,-80.3052316336289,-0.749985866437483,-201.1984085,-0.641706950648499,13,11,-2,0.875423349891481,0.82570961626923,0.993177760928221,0.653661379746946,0.820959284951918,0.846153846153846,-0.653989793738983,-0.638321965897763,1.06477136098179,1.86956203545456,-1.98667400144298,NA,NA,NA
"167",120,"Plug","HL.1338677.rep1","75",NA,NA,"B","H","L",1517.40318925,1160.16431402,1.32444591556053,163.914748747273,1.73048393328859,245.460459349091,-0.351964208229756,1160.16431402,1.38322082365148,106.425530393029,-0.154052607487818,163.914748747273,1.78650744904975,186.289587359443,-0.425596757582993,245.460459349091,-0.334313435732094,0,0.0560235157611633,-57.4892183542437,-1.88453654077641,0,0.0176507724976621,-59.170871989648,-0.0736325493532363,0,0.0587749080909474,11,11,0,1,0.649273669431164,1,0.758939292517595,1,1,1.03237447900178,-0.0890228476118,0.949850660706557,1.20920465101716,1.04437697862964,0.490757542838986,0.245200036210449,0.735957579049435
"172",124,"Plug","LL.653844.rep1","75",NA,NA,"A","L","L",992.05773409,825.51462109,-1.17460351628726,96.1111646981818,-0.57323775478603,211.840838561818,-1.61306296143266,707.9798815,-1.58265831854204,69.2430812270742,-1.20624400924426,82.5414868,-1.16304952577755,168.212144055872,-1.09850818784722,202.9547123,-1.75161860912275,-13.5696778981818,-0.58981177099152,-26.8680834711076,-0.633006254458231,-8.88612626181819,-0.138555647690092,-43.6286945059459,0.51455477358544,-117.53473959,-0.408054802254783,11,10,-1,0.858812678622773,0.720447842293021,0.958052817756265,0.794049651605706,0.857622461689645,0.909090909090909,2.02891298779104,2.1042647647912,1.08589599476454,0.681007632133321,1.34739790626933,0.504115004851883,0.202090161329595,0.706205166181478
"177",128,"Plug","LL.1368877.rep1","75",NA,NA,"B","L","L",1054.530069952,1054.530069952,-0.971385191866037,70.5541155642667,-1.1455639773935,264.556300431695,0.325678707039012,1054.530069952,-0.983547483703037,43.7250457522105,-1.82924453518461,70.5541155642667,-1.25099286315895,221.116044537195,-0.203095979777175,264.556300431695,0.348823433364657,0,-0.105428885765445,-26.8290698120561,-0.683680557791104,0,0.0231447263256453,-43.4402558945007,-0.528774686816186,0,-0.0121622918370005,15,15,0,1,0.619737706333829,1,0.835799579055134,1,1,1.09203229836655,1.59680696258159,1.07106613304895,-0.623608407266387,1.01252056541405,1.03832984599439,0.234646593577436,1.27297643957183
"185",135,"Plug","HL.1403369.rep1","65",NA,NA,"B","H","L",1515.49610344,1309.41244819,1.57230075700134,156.352984873846,1.94822648272697,245.261330695897,-0.408602884253913,1309.41244819,1.55013150774662,124.509931441954,0.591253019222875,156.352984873846,2.05056549387591,209.895308224583,-0.521901972167255,245.261330695897,-0.392468553362691,0,0.10233901114894,-31.8430534318921,-1.3569734635041,0,0.0161343308912226,-35.3660224713147,-0.113299087913341,0,-0.0221692492547216,13,13,0,1,0.796338691854301,1,0.855802696776666,1,1,1.05252931938678,0.303482692831116,0.960513418987037,1.27728411198129,0.985900121744518,0.771387780771265,0.0228715708311297,0.794259351602395
"189",138,"Seed","MH.1666090.rep1","65","45","25","B","M","H",1226.36264653,1091.49726,-0.331137645919334,74.8232893571429,-1.14785318324277,264.702034802198,0.333756555163614,918.607674,-0.480734111476868,78.43663834375,-0.831689738610594,74.8361872727273,-1.42265752350273,218.686512376465,0.346091447381308,272.621048363636,0.561874055378609,0.0128979155844178,-0.27480434025996,3.61334898660715,0.316163444632179,7.91901356143859,0.228117500214995,-46.0155224257329,0.0123348922176935,-172.889586,-0.149596465557534,14,11,-3,1.00017237835566,1.0482917687481,1.02991670829941,0.826161055164844,0.841603279883634,0.785714285714286,1.23940722060257,0.724561076932336,1.68348470370317,1.0369577526699,1.45176520217812,NA,NA,NA
"199",147,"Seed","LH.236970.rep1","85","65","45","C","L","H",980.79769931,885.578308,-1.49295280807942,58.0237243076923,-1.87357323416504,272.64940825641,0.593756490381252,827.839367,-1.17190850049414,119.123224978541,0.161013080342491,70.516685,-1.45532196142588,245.141074866142,0.929871977286715,268.942103418182,0.444055745415596,12.4929606923077,0.418251272739159,61.0995006708485,2.03458631450753,-3.70730483822842,-0.149700744965656,-27.508333390268,0.336115486905463,-57.738941,0.321044307585277,13,11,-2,1.21530780454662,2.05300894418369,0.986402666846275,0.899107305729422,0.934800863482758,0.846153846153846,0.776762784014923,-0.0859390374533436,0.747875185550337,1.56608305315474,0.784960177007685,NA,NA,NA
"201",148,"Plug","ML.585975.rep1","65",NA,NA,"C","M","L",1352.09850758,1057.16423705,0.140698935320804,98.440466665,-0.376362313102548,254.832159068939,-0.0196996997441286,949.55476705,-0.211060838840456,45.3325895035688,-1.70904336638381,87.8242419981818,-0.839213043717586,199.546240421518,-0.408279240107147,255.626960809091,-0.030720866810571,-10.6162246668182,-0.462850730615038,-53.1078771614312,-1.33268105328126,0.794801740151513,-0.0110211670664423,-55.2859186474212,-0.388579540363018,-107.60947,-0.351759774161261,12,11,-1,0.892155888462557,0.460507665590807,1.00311892244313,0.783049679250001,0.898209316746958,0.916666666666667,2.22980095110885,4.54095244631506,1.55945863183662,20.7251504038193,-1.5000883863067,0.723109172077922,0.176608175914994,0.899717347992916
"204",150,"Seed","HL.1817876.rep1","75","45","55","C","H","L",1510.74018129,944.89561212,0.617586045960756,169.452988457778,1.28290714611511,244.450182915556,-0.386937727582483,741.4300265,0.651175712889064,183.708572309735,0.4981248199162,186.357622083333,0.738915013941455,140.905204635758,-0.192091000847617,274.4244867,0.410763003098617,16.9046336255556,-0.543992132173655,14.2555838519568,-0.78478232619891,29.9743037844444,0.797700730681101,-103.544978279797,0.194846726734866,-203.46558562,0.0335896669283081,9,6,-3,1.09976002063704,1.08412707253911,1.1226192732889,0.576416850890366,0.784668715771155,0.666666666666667,0.575969208823126,0.388278155145225,-1.06157392732156,0.496439057643117,1.05438864292352,NA,NA,NA
"206",151,"Seed","HH.623705.rep1","75","45","45","C","H","H",1514.82254561,1051.64186752,0.918003534724674,147.245187104,0.914685883456581,269.304847059556,0.425502547624559,456.538282,-0.970005708174677,130.69606304,-0.542753728473424,107.3071936,-1.11776111379818,135.9795566592,-1.34203861142036,174.0489828,-1.6459071156559,-39.937993504,-2.03244699725476,-16.549124064,-1.45743961193,-95.2558642595555,-2.07140966328046,-133.325290400356,-1.76754115904492,-595.10358552,-1.88800924289935,10,5,-5,0.728765372305231,0.887608387143335,0.646289826196518,0.504927995704172,0.434119538314518,0.5,-1.22201635994881,-0.593377178209385,-3.86814867465415,-3.15400840467942,-1.05664702964962,NA,NA,NA
"208",152,"Plug","LH.1681808.rep1","85",NA,NA,"C","L","H",1040.04647656,756.039794,-2.06915451601391,50.5504583333333,-2.21310453174945,258.88928569697,0.0487094409055156,756.039794,-2.0986235678447,47.0123128196721,-2.11889233127822,50.5504583333333,-2.13923406386898,238.531525689868,0.325455612737696,258.88928569697,0.118421523979679,0,0.0738704678804698,-3.5381455136612,0.0942122004712322,0,0.0697120830741632,-20.3577600071014,0.27674617183218,0,-0.0294690518307941,12,12,0,1,0.930007647204098,1,0.921364996035679,1,1,0.966621338115432,0.957429846119036,2.43118216465238,6.68157151236862,1.01424207404654,1.03882597144348,-0.102719241574704,0.936106729868775
"211",154,"Seed","HL.275733.rep1","65","55","25","C","H","L",1504.67609032,1331.7397144,2.10095148547934,160.975429316667,1.98535915932576,290.205103551515,1.17705791267003,1094.49600448,1.73233863544568,196.53559873888,1.39358474896718,186.251667273333,1.76418162636714,213.935551644355,0.551392674689969,301.006482884444,1.31062135310453,25.2762379566667,-0.221177532958616,35.5601694222134,-0.591774410358579,10.8013793329293,0.133563440434503,-76.2695519071606,-0.62566523798006,-237.24370992,-0.36861285003366,11,9,-2,1.15701922997791,1.22090433038859,1.03721981178395,0.737187420297652,0.821854295284055,0.818181818181818,0.888595707270553,0.70193080300919,1.11347227608498,0.468449911219062,0.824549565955561,NA,NA,NA
"217",159,"Plug","LL.567931.rep1","65",NA,NA,"C","L","L",1002.10983573,853.1057855,-1.67337866615662,62.4900730384615,-1.5797104934694,263.31898074359,0.198135588588203,853.1057855,-1.67223263833438,39.7834507766667,-1.95382033297316,62.4900730384615,-1.71416384965068,214.077209443444,-0.344735347285645,263.31898074359,0.289031023203029,0,-0.134453356181277,-22.7066222617949,-0.374109839503751,0,0.0908954346148259,-49.2417713001453,-0.542870935873849,0,0.00114602782223905,13,13,0,1,0.636636330256498,1,0.81299573938388,1,1,1.08511265623487,1.23682177275541,1.45875370125323,-1.73989614759279,0.999315141369125,0.776233436301121,0.138413777340453,0.914647213641573
"219",160,"Plug","MH.1987913.rep1","75",NA,NA,"C","M","H",1339.008778222,1025.929730222,-0.0805076937465325,103.085049101833,-0.195551527074585,285.716706643061,1.02473564396827,1020.224381222,0.275238666322515,101.616879655812,-0.359491349718761,113.859675313091,-0.0478124081920054,247.042992065118,0.808981950496275,290.272921458545,1.20201671588109,10.7746262112576,0.147739118882579,-1.46816944602163,-0.163939822644177,4.55621481548485,0.177281071912817,-38.6737145779423,-0.215753693471996,-5.70534900000007,0.355746360069048,12,11,-1,1.10452171585633,0.985757687862463,1.01594661673452,0.864643145889762,0.994438850116211,0.916666666666667,0.244500305915634,1.83834590860366,1.17300176192398,0.789454290243586,-3.41878711852145,0.870336449283204,0.121269328054686,0.991605777337891
"223",163,"Plug","HH.1709432.rep1","75",NA,NA,"C","H","H",1672.24497859,1341.10711159,2.24083001698435,170.318169765,2.22703997595084,287.293808492273,1.07893598601373,1341.10711159,2.19647223662598,110.903131455415,0.0117783932446162,170.318169765,2.16859822625668,182.39392405462,-0.723505483292024,287.293808492273,1.0485508920092,0,-0.0584417496941541,-59.4150383095847,-2.21526158270622,0,-0.0303850940045258,-104.899884437653,-1.80244146930575,0,-0.0443577803583755,12,12,0,1,0.651152672720921,1,0.634868969198567,1,1,0.973758104782469,0.00528881087533571,0.971837908459437,-0.670573131928903,0.9802047544784,0.824636303574081,0.173124032464638,0.99776033603872
"232",171,"Seed","LL.660073.rep1","85","65","45","C","L","L",1049.81724768,1049.81724768,-1.03908443473137,58.0257363573333,-1.77818170955478,272.561706928762,0.643796033644089,874.16935868,-0.796063100661987,64.4671498388965,-1.28393844390717,62.4039913963636,-1.73285449541945,212.16974796214,0.0253204160717535,267.296300887273,0.368306886202451,4.37825503903031,0.0453272141353271,6.44141348156322,0.494243265647613,-5.26540604148914,-0.275489147441638,-60.3919589666216,-0.618475617572335,-175.647889,0.243021334069386,14,11,-3,1.0754536747637,1.11100959480972,0.980681783582808,0.778428306576441,0.832687175422041,0.785714285714286,0.974509233847267,0.722051316245199,0.572086292793259,0.0393298727369162,0.766119743548837,NA,NA,NA
"234",172,"Plug","MH.75072.rep1","55",NA,NA,"C","M","H",1254.458879538,890.86213368,0.159005398517322,113.58841304,-0.341232591900375,267.248750817778,0.386014930676303,806.64161368,0.053120668604191,116.487198621739,-0.304012543701087,132.74751642,-0.00384984404257009,173.091113159499,-0.850455100634908,243.448163027143,-0.375087224430371,19.15910338,0.337382747857805,2.89878558173913,0.0372200481992881,-23.8005877906349,-0.761102155106674,-94.1576376582787,-1.23647003131121,-84.22052,-0.105884729913131,9,8,-1,1.16867128316383,1.02552008170691,0.910942192553546,0.647677912917619,0.905461780430492,0.888888888888889,0.0112821697984057,0.890924697456347,-0.971690975199364,-2.20316633645465,0.334080912343389,0.50860927322032,0.0525645676271403,0.56117384084746
"237",174,"Plug","HH.623705.rep1","75",NA,NA,"C","H","H",1514.82254561,1051.64186752,0.918003534724674,147.245187104,0.914685883456581,269.304847059556,0.425502547624559,950.52781459,0.704880878431984,122.866573671982,-0.0288063310734781,143.834765287778,0.514178648844115,232.339925727429,0.431652745194425,271.02773702,0.45498013676262,-3.41042181622223,-0.400507234612465,-24.3786134320176,-0.943492214530059,1.72288996044449,0.0294775891380614,-36.9649213321267,0.00615019756986679,-101.11405293,-0.213122656292689,10,9,-1,0.976838483598018,0.834435244292237,1.00639754530695,0.862739487477728,0.903851248174011,0.9,0.562136858285211,-0.0314931405354366,1.06927711550172,1.01445396180164,0.767841137608899,0.52722036343353,0.176977373962744,0.704197737396274
"245",181,"Plug","LH.236970.rep1","75",NA,NA,"C","L","H",980.79769931,885.578308,-1.49295280807942,58.0237243076923,-1.87357323416504,272.64940825641,0.593756490381252,878.578372,-1.20223965522855,61.7001184076923,-1.46675648169013,61.6923789166667,-1.69849875584551,250.527660532189,0.851013993329636,274.333585378788,0.695685649888062,3.66865460897436,0.175074478319532,3.6763941,0.40681675247491,1.6841771223776,0.10192915950681,-22.1217477242209,0.257257502948383,-6.99993600000005,0.29071315285087,13,12,-1,1.06322680339373,1.06336018833442,1.00617707969054,0.918863760366512,0.992095632947685,0.923076923076923,0.906555839330426,0.782865838891956,1.17166828684493,1.43327105828047,0.805276395022256,0.689149229189864,-0.0169533316223528,0.672195897567511
"247",182,"Seed","LH.1681808.rep1","65","45","35","C","L","H",1040.04647656,756.039794,-2.06915451601391,50.5504583333333,-2.21310453174945,258.88928569697,0.0487094409055156,626.924238,-1.86084385456795,60.8532588606061,-1.36661428703039,40.4448555555556,-2.41181639027491,171.720588175574,-0.639017386875795,260.570516444444,0.143436026506816,-10.1056027777778,-0.198711858525458,10.3028005272727,0.846490244719059,1.68123074747473,0.0947265856013004,-87.1686975213958,-0.687726827781311,-129.115556,0.208310661445958,11,9,-2,0.800088800161994,1.20381220797911,1.00649401439287,0.663297392602694,0.829221216892718,0.818181818181818,1.08978873599268,0.617510048632944,2.94472742532699,-13.118963695669,0.899325710171101,NA,NA,NA
"251",185,"Seed","ML.628076.rep1","65","35","45","C","M","L",1266.025605691,1159.030211691,0.133321412568319,88.2791959622857,-0.492781649415011,263.994852758055,0.343909499369995,811.82331059,0.100511805280774,65.4487459735659,-1.43372561331496,114.16166794875,-0.503233194613534,205.546288883543,0.118758305104434,287.093780576071,0.87093285215271,25.8824719864643,-0.0104515451985226,-22.8304499887198,-0.940943963899946,23.0989278180165,0.527023352782715,-58.4485638745119,-0.225151194265561,-347.206901101,-0.0328096072875446,14,8,-6,1.29318880518035,0.741383575826026,1.08749764465744,0.778599608045848,0.700433260842759,0.571428571428571,1.0212092824701,2.90945414671377,2.53244779149213,0.345318478617154,0.75390594312274,NA,NA,NA
"255",188,"Plug","HL.1817876.rep1","75",NA,NA,"C","H","L",1510.74018129,944.89561212,0.617586045960756,169.452988457778,1.28290714611511,244.450182915556,-0.386937727582483,700.38567512,-0.287791024573789,87.4339807166667,-1.11542446152897,148.008146802857,0.186308833906767,129.341675531306,-2.20983473210411,229.335303367619,-0.666825997471963,-21.4448416549206,-1.09659831220834,-82.0190077411111,-2.39833160764408,-15.1148795479365,-0.279888269889479,-115.10850738425,-1.82289700452163,-244.509937,-0.905377070534544,9,7,-2,0.873446660043626,0.515977803120612,0.938167853393843,0.529112615047567,0.741230741402842,0.777777777777778,0.145223942723327,-0.869450657365727,1.72334189699767,5.71108624095862,-0.465993405220293,0.503639136857655,0.249405971035138,0.753045107892793
"260",192,"Seed","MH.1987913.rep1","55","35","45","C","M","H",1339.008778222,1025.929730222,-0.0805076937465325,103.085049101833,-0.195551527074585,285.716706643061,1.02473564396827,597.636353,-0.527276698139364,95.4292296388889,-0.894880092854269,85.0159111666667,-1.38701467850539,199.488243571674,0.591529890068322,280.361473533333,0.553495753566369,-18.0691379351667,-1.1914631514308,-7.65581946294445,-0.699328565779684,-5.35523310972729,-0.471239890401902,-86.2284630713871,-0.433205753899949,-428.293377222,-0.446769004392831,12,6,-6,0.824716211588385,0.92573297942186,0.981256842931423,0.698202936452329,0.582531469158885,0.5,7.09283481062447,4.5761856541931,0.540135162492217,0.577251209665776,6.54939513979151,NA,NA,NA
"265",195,"Seed","HH.1709432.rep1","75","65","25","C","H","H",1672.24497859,1341.10711159,2.24083001698435,170.318169765,2.22703997595084,287.293808492273,1.07893598601373,837.82234959,0.3049842289978,73.0188341102577,-1.09892603875768,155.6717462725,0.632111409977689,114.583149403524,-1.70249905000112,225.228977540357,-0.898315544365224,-14.6464234925,-1.59492856597315,-97.2993356547423,-3.32596601470852,-62.0648309519156,-1.97725153037895,-172.710659088748,-2.78143503601485,-503.284762,-1.93584578798655,12,8,-4,0.914005513840897,0.428720166562422,0.783967391160868,0.398836125306217,0.624724410413936,0.666666666666667,0.283834783750484,-0.493446929837214,-0.832593922169721,-1.57794259536308,0.136103241515944,NA,NA,NA
"267",196,"Seed","MH.75072.rep1","75","55","45","C","M","H",1254.458879538,890.86213368,0.159005398517322,113.58841304,-0.341232591900375,267.248750817778,0.386014930676303,848.71623268,0.402273018809228,111.1756414448,-0.415814259761825,125.05637442,-0.198850969008712,209.5879489818,0.218356722118067,276.737263562857,0.559428657968267,11.46796138,0.142381622891663,-2.41277159519998,-0.0745816678614502,9.48851274507939,0.173413727291964,-57.6608018359778,-0.167658208558236,-42.145901,0.243267620291906,9,8,-1,1.10096066203479,0.97875864684939,1.03550442318643,0.784242950960345,0.952690882902495,0.888888888888889,0.582743189626998,1.21856548768127,1.44924098399028,0.565669109574346,2.52993308755743,NA,NA,NA
"271",199,"Plug","ML.628076.rep1","92.5",NA,NA,"C","M","L",1266.025605691,1159.030211691,0.133321412568319,88.2791959622857,-0.492781649415011,263.994852758055,0.343909499369995,907.319837101,-0.552833039087113,36.4727352874246,-1.59317202415035,81.3249640183636,-1.14148301686502,167.809355233314,-0.67639179352736,266.701136272909,0.372331641121905,-6.95423194392208,-0.648701367450006,-51.8064606748611,-1.10039037473534,2.70628351485414,0.0284221417519099,-96.1854975247414,-1.02030129289735,-251.71037459,-0.686154451655432,14,11,-3,0.921224566353175,0.413152101011504,1.01025127379031,0.63565389052152,0.782826735618254,0.785714285714286,2.31640731390889,3.23301816543216,1.08264424740804,-1.9667726386344,-4.14661852464111,1.00378215840445,0.427414085820851,1.4311962442253
"274",201,"Seed","ML.585975.rep1","55","55","15","C","M","L",1352.09850758,1057.16423705,0.140698935320804,98.440466665,-0.376362313102548,254.832159068939,-0.0196996997441286,562.8199765,-0.753004684130519,75.9091996043166,-0.995052993036471,125.209925166667,-0.600941297869173,104.192383537188,-0.857744398160281,192.8905937,-1.43301824822891,26.7694585016667,-0.224578984766625,-22.5312670606834,-0.618690679933923,-61.9415653689394,-1.41331854848478,-150.639775531752,-0.838044698416152,-494.34426055,-0.893703619451323,12,6,-6,1.27193550994394,0.771117835743719,0.756931913164922,0.408866698449156,0.532386507956928,0.5,1.59670954542527,2.64386990512875,72.7431517658542,43.5409884059744,-5.35188615616466,NA,NA,NA
"279",205,"Plug","LL.660073.rep1","75",NA,NA,"C","L","L",1049.81724768,1049.81724768,-1.03908443473137,58.0257363573333,-1.77818170955478,272.561706928762,0.643796033644089,1049.81724768,-0.990333249434689,42.0833922668693,-2.02945559726123,58.0257363573333,-1.69956475831725,240.21386017549,0.410769260115493,272.561706928762,0.687694898642431,0,0.0786169512375343,-15.942344090464,-0.251273887706452,0,0.0438988649983423,-32.347846753272,-0.233026773528595,0,0.0487511852966832,15,15,0,1,0.725253911604187,1,0.881319180460935,1,1,0.955788010406868,1.14130945468411,1.06818753565452,0.638042545541031,0.953082556463001,1.04352278526172,-0.0160958413518441,1.02742694390988
"286",211,"Plug","HL.275733.rep1","65",NA,NA,"C","H","L",1504.67609032,1331.7397144,2.10095148547934,160.975429316667,1.98535915932576,290.205103551515,1.17705791267003,1279.46322442,2.10617683804559,202.870087930866,2.42142684721641,176.053634887273,2.14814316493785,268.02387931579,1.47871809683251,295.771624730909,1.2944933978552,15.0782055706061,0.16278400561209,41.8946586141995,0.436067687890653,5.56652117939393,0.117435485185167,-22.1812242357249,0.30166018416248,-52.27648998,0.00522535256624757,12,11,-1,1.09366774565915,1.26025498917469,1.01918133455019,0.923567077338502,0.96074571523644,0.916666666666667,1.08199222032318,1.21964171361254,1.0997703544754,1.25628321335371,1.0024871362344,0.772556767479071,0.0575744354773767,0.830131202956448
"291",215,"Seed","LL.567931.rep1","85","55","45","C","L","L",1002.10983573,853.1057855,-1.67337866615662,62.4900730384615,-1.5797104934694,263.31898074359,0.198135588588203,716.2130755,-0.643389839977054,92.152758647619,-0.761514549307505,114.472707,-0.455683555253545,145.069644007075,-1.10462570282764,221.506806803571,-0.918587807718299,51.9826339615384,1.12402693821586,29.6626856091575,0.818195944161899,-41.8121739400183,-1.1167233963065,-118.249336736515,-1.30276129141584,-136.89271,1.02998882617957,10,8,-2,1.83185426794979,1.47467836356825,0.841210938072355,0.550927409780377,0.839536066538609,0.8,0.288460168579852,0.482059562467706,-4.63615756393695,-5.57509991364269,0.384485504081857,NA,NA,NA
"296",219,"Plug","HL.1403369.rep2","75",NA,NA,"D","H","L",1515.49610344,1309.41244819,1.57230075700134,156.352984873846,1.94822648272697,245.261330695897,-0.408602884253913,1309.41244819,1.55013150774662,131.324589791592,0.89981405859375,156.352984873846,2.05056549387591,215.860693897718,-0.50548792345034,245.261330695897,-0.392468553362691,0,0.10233901114894,-25.0283950822538,-1.04841242413322,0,0.0161343308912226,-29.4006367981799,-0.0968850391964262,0,-0.0221692492547216,13,13,0,1,0.839923778222411,1,0.880125265916321,1,1,1.05252931938678,0.461863169693834,0.960513418987037,1.23711295962419,0.985900121744518,1.04867064214066,0.00956513768094647,1.05823577982161
"300",222,"Seed","HH.1018148.rep2","55","35","65","D","H","H",1541.46107343,1357.64979759,2.38007500146405,172.340913598333,2.43065327450077,301.327247810455,1.62512409363962,846.21018659,0.95214999710924,181.543586676645,0.80311237478172,167.913648512857,0.696520093765065,187.187943387677,0.0188409333602521,291.577360644762,0.860129947883568,-4.42726508547619,-1.73413318073571,9.20267307831139,-1.62754089971905,-9.74988716569266,-0.764994145756049,-114.139304422777,-1.60628316027936,-511.439611,-1.42792500435481,12,7,-5,0.974311003736497,1.05339807528095,0.967643526310552,0.621211472735533,0.623290474533367,0.583333333333333,0.286556746316737,0.330410093124725,0.529270319263575,0.0115935351853999,0.400050417118598,NA,NA,NA
"302",223,"Plug","LH.1211957.rep2","55",NA,NA,"D","L","H",1027.790844931,761.193122621,-1.9013428888947,47.4368753850833,-2.27014488648131,259.592658709561,0.174754715180397,761.193122621,-2.03608142265077,30.6328162110833,-2.23057140614932,47.4368753850833,-2.31630608496744,222.083728636918,-0.146135229096056,259.592658709561,0.125658115327992,0,-0.0461611984861321,-16.804059174,0.03957348033199,0,-0.0490965998524051,-37.5089300726429,-0.320889944276453,0,-0.134738533756068,12,12,0,1,0.645759569162431,1,0.855508509912798,1,1,1.02033403187657,0.982567861387328,0.719054219500038,-0.836230535726622,1.07086493159285,0.671668319639451,0.0576345603933266,0.729302880032777
